#,id,student_id,name,age,gender,is_smoker,weekday_sleep_time,weekday_wake_time,weekend_sleep_time,weekend_wake_time,goes_home_on_weekend,late_night_return_frequency,drinking_frequency,noise_sensitivity,call_frequency,snores,prefers_same_major,major_name,cleaning_frequency,personality_extroversion,weight_lifestyle_rhythm,weight_noise,weight_major,weight_cleaning,weight_age,weight_personality,is_matched,matched_room_id,created_at,updated_at
616,,,최예준,25,남,False,00,06,,,True,1,4,1,7,0,True,건축공학과,6,1,3,61,61,72,0,11,,,,
617,,,이다은,21,여,True,00,09,,,True,3,0,3,5,1,False,자유전공학부,5,0,93,24,77,86,16,46,,,,
618,,,이지후,20,남,True,00,09,00,11,False,3,4,3,2,1,True,양자원자력공학과,3,0,2,25,98,35,37,3,,,,
619,,,이수아,28,여,True,00,11,23,11,False,2,1,5,3,1,False,체육학과,1,0,78,91,100,0,47,86,,,,
620,,,박서준,22,남,False,00,08,00,06,False,3,1,4,4,0,False,창의소프트학부 만화애니메이션텍전공,4,1,44,47,1,52,10,2,,,,
621,,,김서연,25,여,False,03,10,,,True,4,0,5,3,0,False,양자원자력공학과,5,0,69,75,99,84,88,100,,,,
622,,,황나연,23,여,False,03,06,03,07,False,4,1,1,7,1,False,건설환경공학과,2,1,22,63,49,13,96,2,,,,
623,,,최소윤,23,여,True,00,11,01,10,False,6,0,5,7,0,False,패션디자인학과,4,1,42,80,100,5,23,74,,,,
624,,,이지훈,22,남,False,00,11,,,True,5,1,1,1,1,False,체육학과,2,1,75,70,34,93,56,44,,,,
625,,,백민준,27,남,True,23,07,22,09,False,6,6,2,3,1,True,화학과,3,1,38,34,80,28,17,55,,,,
626,,,이도윤,23,남,False,01,08,01,09,False,4,2,1,5,0,True,회화과,4,0,12,12,94,23,80,8,,,,
627,,,민지민,23,여,False,02,09,03,08,False,4,6,1,7,0,True,국제학부 영어데이터융합전공,6,0,96,33,63,50,31,37,,,,
628,,,송유준,24,남,True,00,08,22,07,False,0,6,4,3,0,False,화학과,2,0,25,87,62,77,41,39,,,,
629,,,허지안,25,여,True,22,09,01,07,False,3,7,2,6,0,False,지능정보융합학과,6,1,48,35,59,66,69,8,,,,
630,,,조민서,28,여,False,22,06,23,06,False,3,1,5,5,0,False,스마트생명산업융합학과,1,1,49,88,95,56,46,42,,,,
631,,,오승민,26,남,False,23,08,01,09,False,6,4,1,1,1,True,법학과,2,0,51,1,43,27,0,37,,,,
632,,,김예은,21,여,False,23,07,23,08,False,0,4,3,7,0,False,미디어커뮤니케이션학과,6,0,33,93,8,55,54,93,,,,
633,,,최승민,28,남,False,02,10,,,True,5,5,1,2,1,True,행정학과,7,0,1,14,58,90,91,73,,,,
634,,,서서윤,20,여,False,01,10,,,True,2,3,3,6,0,False,환경융합공학과,3,0,31,36,75,87,4,95,,,,
635,,,배지훈,23,남,False,22,07,,,True,2,4,5,3,0,True,양자원자력공학과,5,1,50,7,0,15,75,18,,,,
636,,,박승현,23,남,True,00,08,,,True,4,1,2,5,0,False,호텔관광외식경영학부 호텔관광경영학전공,6,1,28,70,13,39,71,39,,,,
637,,,이승현,23,남,True,00,09,,,True,3,4,1,7,1,True,국제학부 일어일문학전공,4,1,100,21,19,57,23,79,,,,
638,,,김하준,24,남,False,03,11,03,08,False,2,1,1,5,0,False,콘텐츠소프트웨어학과,5,1,4,42,5,44,74,93,,,,
639,,,성유나,24,여,False,23,10,,,True,3,1,3,3,1,True,컴퓨터공학과,3,1,42,70,50,56,51,99,,,,
640,,,지지민,25,여,True,03,11,,,True,2,4,4,2,1,False,생명시스템학부 식품생명공학전공,4,0,31,83,24,67,5,27,,,,
641,,,이다은,24,여,False,02,10,01,06,False,1,2,3,2,1,False,경영학부,1,1,4,41,23,71,9,39,,,,
642,,,최수아,28,여,False,03,07,,,True,1,4,5,2,0,True,창의소프트학부 만화애니메이션텍전공,2,1,68,48,79,15,11,89,,,,
643,,,김대현,25,남,False,02,10,,,True,3,1,2,5,0,False,건축학과,3,1,27,85,70,36,20,54,,,,
644,,,조지민,20,여,True,00,06,01,10,False,0,4,5,5,0,True,창의소프트학부 만화애니메이션텍전공,5,1,11,91,42,85,0,10,,,,
645,,,이은서,27,여,False,02,08,03,08,False,4,7,3,1,1,True,호텔관광외식경영학부 외식경영학전공,3,0,13,74,11,56,88,81,,,,
646,,,성수아,24,여,False,01,06,00,07,False,2,1,4,4,1,True,국제학부 일어일문학전공,6,0,79,18,72,96,71,60,,,,
647,,,이소윤,21,여,False,02,10,22,08,False,4,0,3,3,1,False,자유전공학부,1,0,83,11,76,34,44,26,,,,
648,,,이채원,20,여,False,00,09,23,11,False,2,6,1,3,1,False,글로벌조리학과,1,0,14,94,93,47,9,87,,,,
649,,,이시우,21,남,False,23,06,00,09,False,2,4,2,1,0,True,음악과,3,1,12,42,1,41,17,63,,,,
650,,,김지우,25,여,True,01,11,22,06,False,7,7,3,2,0,True,체육학과,2,1,12,35,92,30,54,2,,,,
651,,,권윤서,24,여,False,22,10,,,True,4,1,3,3,0,True,경제학과,7,0,3,17,56,93,40,31,,,,
652,,,양예은,23,여,False,22,10,03,08,False,6,4,5,3,1,True,자유전공학부,3,1,62,63,78,56,100,88,,,,
653,,,김지우,24,여,False,02,11,01,06,False,7,6,2,3,0,False,물리천문학과,5,0,9,22,14,15,68,13,,,,
654,,,홍민수,28,남,False,02,08,23,08,False,7,6,2,5,1,True,지능정보융합학과,6,0,64,55,58,67,34,83,,,,
655,,,박하준,23,남,False,03,06,00,08,False,0,4,3,4,1,False,환경융합공학과,3,1,45,12,62,55,56,91,,,,
656,,,서대현,26,남,False,00,06,01,09,False,5,1,3,6,0,False,양자원자력공학과,3,0,19,20,9,9,66,62,,,,
657,,,김재윤,27,남,False,02,10,01,10,False,2,2,5,6,1,True,AI융합전자공학과,5,1,89,38,64,19,45,63,,,,
658,,,오다은,27,여,False,02,08,22,10,False,1,5,4,6,1,True,지구자원시스템공학과,4,1,99,73,51,84,51,89,,,,
659,,,이은서,23,여,False,22,08,23,11,False,6,0,5,1,0,True,생명시스템학부 식품생명공학전공,2,0,21,20,34,2,29,7,,,,
660,,,김현우,24,남,True,23,10,00,06,False,6,6,3,6,0,True,AI융합전자공학과,5,0,58,19,98,17,64,38,,,,
661,,,김대현,27,남,True,23,10,23,07,False,2,3,3,5,1,True,자유전공학부,2,0,81,56,52,64,30,42,,,,
662,,,한서연,25,여,False,01,06,,,True,2,2,3,3,0,True,역사학과,5,0,3,97,17,45,85,64,,,,
663,,,남시윤,21,남,False,01,07,22,06,False,2,0,4,6,1,False,인공지능데이터사이언스학과,7,1,27,87,14,28,48,100,,,,
664,,,양은우,23,남,False,02,06,,,True,1,2,3,2,1,False,건축학과,1,1,39,81,16,83,50,20,,,,
665,,,김건우,27,남,False,03,09,00,10,False,3,0,3,3,1,False,역사학과,2,1,93,59,58,90,54,10,,,,
666,,,최채원,23,여,False,02,09,03,07,False,7,5,4,7,0,True,정보보호학과,2,0,59,53,87,67,24,99,,,,
667,,,이도윤,22,남,False,03,11,,,True,5,0,1,6,0,True,생명시스템학부 바이오융합공학전공,2,1,54,26,88,35,17,69,,,,
668,,,이시윤,25,남,True,01,10,,,True,2,4,1,7,0,False,국제학부 일어일문학전공,5,1,66,84,6,85,82,39,,,,
669,,,박시윤,23,남,True,23,07,02,07,False,6,5,1,5,1,True,글로벌조리학과,2,0,72,4,18,10,5,2,,,,
670,,,박은우,21,남,False,03,08,22,11,False,3,3,2,3,0,False,환경융합공학과,7,0,54,8,82,2,97,20,,,,
671,,,김예은,27,여,True,23,11,03,08,False,5,2,5,7,1,True,환경융합공학과,4,0,27,79,4,68,61,6,,,,
672,,,허유준,22,남,False,22,10,,,True,5,3,3,7,0,True,체육학과,6,1,48,42,45,77,37,48,,,,
673,,,이윤서,25,여,True,22,08,,,True,2,3,2,3,0,False,패션디자인학과,6,1,22,87,88,3,58,46,,,,
674,,,박다은,25,여,False,23,07,03,08,False,4,1,2,5,0,False,양자원자력공학과,7,1,9,98,56,98,31,63,,,,
675,,,안예린,24,여,True,00,09,03,09,False,3,0,3,7,0,False,회화과,7,0,28,56,72,35,59,58,,,,
676,,,이윤서,25,여,True,03,10,23,06,False,5,0,5,3,0,True,건설환경공학과,2,0,22,20,24,62,66,25,,,,
677,,,이하윤,27,여,False,22,08,23,08,False,0,2,4,3,0,True,글로벌인재학부 한국언어문화전공,1,1,90,14,51,47,63,87,,,,
678,,,김민서,21,여,False,03,07,01,07,False,4,5,3,7,1,True,미디어커뮤니케이션학과,4,1,23,72,72,93,62,65,,,,
679,,,허민서,21,여,False,00,10,23,10,False,6,4,2,2,0,False,글로벌인재학부 국제통상전공,5,1,54,86,72,28,49,57,,,,
680,,,허준우,22,남,True,00,06,02,10,False,5,7,2,6,1,True,글로벌인재학부 국제협력전공,7,0,88,39,41,15,2,13,,,,
681,,,한윤서,28,여,False,02,07,03,07,False,0,3,1,7,0,False,화학과,4,1,32,40,58,100,42,89,,,,
682,,,전예준,28,남,False,22,08,02,06,False,0,5,4,7,1,True,국방시스템공학과,5,1,5,69,48,95,42,63,,,,
683,,,최지민,20,여,True,01,07,02,09,False,7,2,3,3,1,False,호텔관광외식경영학부 호텔관광경영학전공,4,1,12,64,16,49,33,39,,,,
684,,,김민수,25,남,False,00,07,02,09,False,3,7,5,6,0,False,건축공학과,1,1,31,37,14,26,48,44,,,,
685,,,우나연,25,여,False,23,09,,,True,3,2,2,7,1,True,기계공학과,4,1,11,37,49,40,58,71,,,,
686,,,한수아,27,여,False,01,09,23,08,False,1,1,1,1,1,True,인공지능데이터사이언스학과,2,0,64,19,51,96,76,57,,,,
687,,,김건우,20,남,True,03,07,23,09,False,7,1,4,2,0,True,경제학과,4,1,68,68,32,11,11,37,,,,
688,,,박예린,21,여,False,01,08,03,07,False,5,3,5,3,1,True,창의소프트학부 디자인이노베이션전공,2,0,83,55,84,62,97,44,,,,
689,,,오서윤,21,여,True,00,06,,,True,5,1,4,7,0,False,국제학부 일어일문학전공,3,0,12,60,74,31,15,21,,,,
690,,,서현우,23,남,False,02,11,00,08,False,7,5,1,6,1,False,AI융합전자공학과,3,1,79,77,25,81,69,24,,,,
691,,,김시윤,20,남,True,01,11,23,08,False,6,4,3,3,0,False,글로벌조리학과,5,1,83,40,52,26,92,53,,,,
692,,,노시우,25,남,False,01,07,23,08,False,3,0,4,2,1,False,우주항공시스템학부 지능형드론융합전공,2,0,29,47,58,76,22,22,,,,
693,,,황지민,26,여,False,02,10,,,True,3,4,4,5,1,False,국제학부 중국통상학전공,2,0,75,93,12,0,52,97,,,,
694,,,이도윤,26,남,False,01,08,03,08,False,2,3,5,4,0,True,행정학과,6,1,10,3,57,64,96,46,,,,
695,,,박지후,25,남,False,22,10,,,True,5,0,4,1,1,False,창의소프트학부 만화애니메이션텍전공,4,1,61,19,47,79,77,55,,,,
696,,,박도윤,24,남,True,03,08,02,06,False,3,2,4,2,1,True,생명시스템학부 바이오융합공학전공,5,1,73,25,41,40,90,21,,,,
697,,,이지훈,20,남,True,23,08,01,08,False,6,5,3,6,1,False,행정학과,6,1,81,87,51,55,52,59,,,,
698,,,이승현,27,남,True,22,08,,,True,3,4,4,7,1,True,컴퓨터공학과,5,1,93,68,100,47,19,70,,,,
699,,,이하윤,28,여,False,03,10,03,06,False,6,6,4,5,0,True,우주항공시스템학부 지능형드론융합전공,7,0,38,23,26,22,87,17,,,,
700,,,장수아,23,여,False,01,10,,,True,2,1,1,5,0,True,건축학과,4,1,25,87,22,3,43,43,,,,
